Instance_Number,Relaxation_Bound,Solution_Time,Best_Objective_Value,Best_Lower_Bound,Duality_Gap,Solution_Status
57,-19383.0,0.0025289058685302734,-19383.000000000007,-19383.000000000007,0.0,OPTIMAL
58,-21009.0,0.003175973892211914,-21009.000000000004,-21009.000000000004,0.0,OPTIMAL
59,-19544.5,0.0022399425506591797,-19544.500000000007,-19544.500000000007,0.0,OPTIMAL
60,-18998.0,0.0022699832916259766,-18998.000000000007,-18998.000000000007,0.0,OPTIMAL
61,-20568.0,0.0034301280975341797,-20568.000000000007,-20568.000000000007,0.0,OPTIMAL
62,-19401.0,0.0023789405822753906,-19401.000000000007,-19401.000000000007,0.0,OPTIMAL
63,-18352.5,0.002319812774658203,-18352.500000000007,-18352.500000000007,0.0,OPTIMAL
64,-17745.5,0.0035071372985839844,-17745.500000000007,-17745.500000000007,0.0,OPTIMAL
65,-19317.5,0.0030181407928466797,-19317.500000000007,-19317.500000000007,0.0,OPTIMAL
66,-19785.0,0.0022399425506591797,-19785.000000000007,-19785.000000000007,0.0,OPTIMAL
67,-17019.0,0.0023272037506103516,-17019.000000000007,-17019.000000000007,0.0,OPTIMAL
68,-21379.0,0.0035550594329833984,-21379.000000000007,-21379.000000000007,0.0,OPTIMAL
69,-18839.0,0.002302885055541992,-18839.000000000007,-18839.000000000007,0.0,OPTIMAL
70,-17669.0,0.002331972122192383,-17669.000000000007,-17669.000000000007,0.0,OPTIMAL
71,-19469.5,0.002454996109008789,-19469.500000000007,-19469.500000000007,0.0,OPTIMAL
72,-20194.5,0.0023529529571533203,-20194.500000000007,-20194.500000000007,0.0,OPTIMAL
73,-18266.5,0.00234222412109375,-18266.500000000007,-18266.500000000007,0.0,OPTIMAL
74,-19253.5,0.004019975662231445,-19253.500000000004,-19253.500000000004,0.0,OPTIMAL
75,-19133.5,0.0034341812133789062,-19133.500000000007,-19133.500000000007,0.0,OPTIMAL
76,-18610.0,0.0022170543670654297,-18610.000000000007,-18610.000000000007,0.0,OPTIMAL
77,-20605.5,0.0033822059631347656,-20605.500000000007,-20605.500000000007,0.0,OPTIMAL
78,-20064.5,0.003635883331298828,-20064.500000000007,-20064.500000000007,0.0,OPTIMAL
79,-18225.5,0.0022819042205810547,-18225.500000000007,-18225.500000000007,0.0,OPTIMAL
80,-20990.5,0.002274036407470703,-20990.500000000007,-20990.500000000007,0.0,OPTIMAL
81,-19560.5,0.003422975540161133,-19560.500000000007,-19560.500000000007,0.0,OPTIMAL
82,-17188.5,0.0023059844970703125,-17188.500000000007,-17188.500000000007,0.0,OPTIMAL
83,-17200.5,0.0024209022521972656,-17200.500000000007,-17200.500000000007,0.0,OPTIMAL
84,-18183.5,0.0023620128631591797,-18183.500000000004,-18183.500000000004,0.0,OPTIMAL
85,-19601.0,0.0023610591888427734,-19601.000000000007,-19601.000000000007,0.0,OPTIMAL
86,-18289.0,0.0030019283294677734,-18289.000000000007,-18289.000000000007,0.0,OPTIMAL
87,-18082.0,0.0025539398193359375,-18082.000000000007,-18082.000000000007,0.0,OPTIMAL
88,-18177.0,0.0031480789184570312,-18177.000000000007,-18177.000000000007,0.0,OPTIMAL
89,-21092.5,0.002399921417236328,-21092.500000000004,-21092.500000000004,0.0,OPTIMAL
90,-18156.5,0.002599000930786133,-18156.500000000007,-18156.500000000007,0.0,OPTIMAL
91,-19163.5,0.0021851062774658203,-19163.500000000007,-19163.500000000007,0.0,OPTIMAL
92,-17888.0,0.0033969879150390625,-17888.000000000007,-17888.000000000007,0.0,OPTIMAL
93,-17895.5,0.0023810863494873047,-17895.500000000007,-17895.500000000007,0.0,OPTIMAL
94,-17945.0,0.002335786819458008,-17945.000000000007,-17945.000000000007,0.0,OPTIMAL
95,-18998.5,0.003119945526123047,-18998.5,-18998.5,0.0,OPTIMAL
96,-19893.5,0.002380847930908203,-19893.500000000007,-19893.500000000007,0.0,OPTIMAL
97,-20034.5,0.0024399757385253906,-20034.500000000004,-20034.500000000004,0.0,OPTIMAL
98,-19083.0,0.0038909912109375,-19083.000000000007,-19083.000000000007,0.0,OPTIMAL
99,-18006.5,0.002432107925415039,-18006.500000000007,-18006.500000000007,0.0,OPTIMAL
100,-18233.5,0.002499103546142578,-18233.500000000007,-18233.500000000007,0.0,OPTIMAL
